Fisherman's Wharf,"['sea creature', 'animals', 'shopping', 'restaurant & food', 'bridge', 'performance', 'museum', 'biking', 'amusement park', 'parks', 'natural view']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('shopping', 'shopping district'), ('restaurant & food', 'shops restaurants'), ('restaurant & food', 'eat drink'), ('bridge', 'bay bridge'), ('performance', 'street entertainers'), ('shopping', 'shops restaurants'), ('museum', 'maritime museum'), ('biking', 'bike rentals'), ('restaurant & food', 'clam chowder'), ('amusement park', 'amusement park'), ('performance', 'live music'), ('shopping', 'cute shops'), ('shopping', 'shopping dining'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('restaurant & food', 'fresh fish'), ('parks', 'national park'), ('natural view', 'national park'), ('restaurant & food', 'fresh fish')]"
Fort Rosecrans Cemetery,"['sea creature', 'animals', 'exhibitions', 'ocean view', 'biking', 'surfing', 'highly recommended', 'good for pictures', 'historical site', 'parks', 'natural view', 'mexican']","[('sea creature', 'tide pools'), ('animals', 'tide pools'), ('exhibitions', 'american war'), ('ocean view', 'pacific ocean'), ('biking', 'bike riding'), ('surfing', 'watch sunset'), ('highly recommended', 'highly recommended'), ('good for pictures', 'picture taking'), ('ocean view', 'pacific ocean'), ('historical site', 'tribute veterans'), ('parks', 'national park'), ('natural view', 'national park'), ('mexican', 'mexican american')]"
General Sherman Tree,"['restaurant & food', 'performance', 'ocean view', 'natural view', 'rock climbing ', 'highly recommended', 'good for pictures', 'parks']","[('restaurant & food', 'picnic lunch'), ('performance', 'largest living'), ('ocean view', 'east coast'), ('natural view', 'massive trees'), ('rock climbing ', 'moro rock'), ('highly recommended', 'highly recommend'), ('natural view', 'nature lovers'), ('good for pictures', 'photo opportunities'), ('good for pictures', 'taking pictures'), ('natural view', 'national parks'), ('parks', 'national parks'), ('natural view', 'giant sequoias'), ('parks', 'national park'), ('natural view', 'national park')]"
Ghirardelli Square,"['shopping', 'restaurant & food', 'bridge', 'performance', 'wines', 'highly recommended', 'good for pictures', 'mountain view', 'historical site']","[('shopping', 'shopping mall'), ('restaurant & food', 'restaurants bars'), ('bridge', 'gate bridge'), ('performance', 'street entertainers'), ('wines', 'wine tasting'), ('shopping', 'chocolate store'), ('restaurant & food', 'sweet treats'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo op'), ('mountain view', 'nob hill'), ('historical site', 'historic site'), ('performance', 'live music'), ('shopping', 'cute shops'), ('shopping', 'outdoor mall'), ('restaurant & food', 'hot fudge'), ('shopping', 'shopping center')]"
Giant Forest,"['exhibitions', 'performance', 'natural view', 'rock climbing ', 'highly recommended', 'good for pictures', 'parks', 'animals']","[('exhibitions', 'star wars'), ('performance', 'largest living'), ('natural view', 'majestic trees'), ('rock climbing ', 'moro rock'), ('highly recommended', 'highly suggest'), ('natural view', 'nature lover'), ('good for pictures', 'photo ops'), ('natural view', 'pine trees'), ('good for pictures', 'taking pictures'), ('natural view', 'national parks'), ('parks', 'national parks'), ('animals', 'wild animals'), ('parks', 'national park'), ('natural view', 'national park')]"
Glacier Point,"['restaurant & food', 'shopping', 'animals', 'natural view', 'rock climbing ', 'surfing', 'highly recommended', 'good for pictures', 'parks']","[('restaurant & food', 'snack shop'), ('restaurant & food', 'snack shack'), ('shopping', 'ice cream'), ('animals', 'birds eye'), ('natural view', 'giant trees'), ('rock climbing ', 'rock formations'), ('surfing', 'watch sunset'), ('restaurant & food', 'snack shack'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('natural view', 'national parks'), ('parks', 'national parks'), ('natural view', 'giant trees'), ('animals', 'wild animal'), ('parks', 'national park'), ('natural view', 'national park')]"
Glass Beach,"['sea creature', 'animals', 'rock climbing', 'ocean view', 'natural view', 'rock climbing ', 'biking', 'surfing', 'highly recommended', 'good for pictures', 'parks', 'water fountain']","[('sea creature', 'tide pool'), ('animals', 'tide pool'), ('rock climbing', 'feet wet'), ('ocean view', 'west coast'), ('animals', 'birds flying'), ('natural view', 'redwood forest'), ('rock climbing ', 'rock formations'), ('biking', 'bike ride'), ('surfing', 'crashing waves'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('natural view', 'state parks'), ('parks', 'state parks'), ('water fountain', 'water fountains'), ('natural view', 'redwood forest'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('parks', 'state park'), ('natural view', 'state park')]"
Golden Gate Bridge,"['sea creature', 'animals', 'exhibitions', 'restaurant & food', 'shopping', 'ocean view', 'natural view', 'biking', 'car rental', 'highly recommended', 'arts', 'architecture', 'good for pictures', 'parks']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('exhibitions', 'art deco'), ('restaurant & food', 'hot dog'), ('shopping', 'ice cream'), ('ocean view', 'pacific ocean'), ('natural view', 'muir woods'), ('biking', 'rented bikes'), ('car rental', 'rental car'), ('restaurant & food', 'clam chowder'), ('highly recommended', 'highly recommend'), ('arts', 'fine arts'), ('architecture', 'engineering marvel'), ('good for pictures', 'picture opportunities'), ('good for pictures', 'taking pictures'), ('ocean view', 'pacific ocean'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('parks', 'national park'), ('natural view', 'national park')]"
Golden Gate Park,"['exhibitions', 'performance', 'restaurant & food', 'ocean view', 'natural view', 'museum', 'gardens', 'biking', 'highly recommended', 'music', 'aquarium', 'golf']","[('exhibitions', 'art museum'), ('performance', 'living roof'), ('restaurant & food', 'hot dog'), ('ocean view', 'pacific ocean'), ('natural view', 'redwood forest'), ('museum', 'science museum'), ('gardens', 'tea garden'), ('biking', 'rented bikes'), ('restaurant & food', 'food trucks'), ('highly recommended', 'highly recommend'), ('music', 'musicians playing'), ('natural view', 'flowers trees'), ('ocean view', 'pacific ocean'), ('natural view', 'palm trees'), ('natural view', 'redwood forest'), ('aquarium', 'planetarium aquarium'), ('golf', 'golf course')]"
Grace Cathedral,"['restaurant & food', 'exhibitions', 'bridge', 'shopping', 'concert', 'peaceful serene', 'highly recommended', 'arts', 'architecture', 'good for pictures', 'mountain view', 'performance']","[('restaurant & food', 'coffee shop'), ('exhibitions', 'contemporary art'), ('bridge', 'gate bridge'), ('shopping', 'coffee shop'), ('concert', 'organ concert'), ('peaceful serene', 'quiet serene'), ('highly recommended', 'highly recommend'), ('arts', 'fine art'), ('architecture', 'architectural wonder'), ('good for pictures', 'photo op'), ('mountain view', 'sits atop'), ('performance', 'live music')]"
Griffith Observatory,"['exhibitions', 'theater', 'beach', 'animals', 'highly recommended', 'good for pictures', 'mountain view', 'performance']","[('exhibitions', 'interactive exhibits'), ('theater', 'greek theatre'), ('beach', 'newport beach'), ('animals', 'planetarium show'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo opportunities'), ('mountain view', 'sits atop'), ('exhibitions', 'interactive exhibits'), ('performance', 'planetarium show')]"
Griffith Park,"['restaurant & food', 'exhibitions', 'animals', 'natural view', 'museum', 'theater', 'surfing', 'highly recommended', 'good for pictures', 'water fountain', 'historical site', 'performance', 'golf']","[('restaurant & food', 'snack bar'), ('exhibitions', 'special exhibition'), ('animals', 'bird eye'), ('natural view', 'pine trees'), ('museum', 'railroad museum'), ('theater', 'greek theatre'), ('animals', 'planetarium show'), ('restaurant & food', 'snack bar'), ('surfing', 'basketball courts'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('natural view', 'pine trees'), ('water fountain', 'water fountains'), ('historical site', 'history buff'), ('performance', 'planetarium show'), ('golf', 'golf course'), ('animals', 'wild animals')]"
Haight-Ashbury,"['shopping', 'restaurant & food', 'exhibitions', 'bridge', 'performance', 'beach', 'car rental', 'highly recommended', 'architecture']","[('shopping', 'shopping district'), ('restaurant & food', 'shop eat'), ('restaurant & food', 'cafes restaurants'), ('exhibitions', 'american culture'), ('bridge', 'gate bridge'), ('performance', 'street musicians'), ('shopping', 'coffee shops'), ('beach', 'venice beach'), ('car rental', 'rental car'), ('restaurant & food', 'craft beer'), ('highly recommended', 'highly recommended'), ('architecture', 'spanish style'), ('shopping', 'quaint shops')]"
Half Dome,"['restaurant & food', 'rock climbing', 'natural view', 'rock climbing ', 'highly recommended', 'good for pictures', 'parks']","[('restaurant & food', 'ate lunch'), ('rock climbing', 'granite rock'), ('natural view', 'john muir'), ('rock climbing ', 'rock formations'), ('restaurant & food', 'ate lunch'), ('highly recommended', 'highly suggest'), ('natural view', 'nature lover'), ('good for pictures', 'photo ops'), ('good for pictures', 'taking pictures'), ('natural view', 'national parks'), ('parks', 'national parks'), ('parks', 'national park'), ('natural view', 'national park')]"
Hearst Castle,"['sea creature', 'animals', 'restaurant & food', 'exhibitions', 'shopping', 'ocean view', 'theater', 'highly recommended', 'architecture', 'pools', 'arts', 'mountain view', 'natural view', 'parks', 'amusement park']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('restaurant & food', 'ate lunch'), ('exhibitions', 'art collection'), ('shopping', 'snack bars'), ('ocean view', 'pacific coast'), ('theater', 'imax theater'), ('restaurant & food', 'ate lunch'), ('highly recommended', 'highly recommend'), ('architecture', 'architectural details'), ('pools', 'outdoor pool'), ('arts', 'art lover'), ('ocean view', 'pacific ocean'), ('mountain view', 'hill overlooking'), ('natural view', 'national parks'), ('parks', 'national parks'), ('amusement park', 'amusement parks'), ('theater', 'imax theater'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('parks', 'national park'), ('natural view', 'national park')]"
Heisler Park,"['sea creature', 'animals', 'shopping', 'restaurant & food', 'exhibitions', 'rock climbing', 'ocean view', 'natural view', 'museum', 'gardens', 'rock climbing ', 'beach', 'surfing', 'highly recommended', 'good for pictures', 'mountain view', 'historical site']","[('sea creature', 'tide pools'), ('animals', 'tide pools'), ('shopping', 'shopping district'), ('restaurant & food', 'restaurants bars'), ('restaurant & food', 'ate dinner'), ('exhibitions', 'art museum'), ('rock climbing', 'feet wet'), ('shopping', 'restaurants bars'), ('ocean view', 'pacific ocean'), ('natural view', 'flowers trees'), ('museum', 'art museum'), ('gardens', 'flower garden'), ('rock climbing ', 'rock formations'), ('beach', 'beach volleyball'), ('surfing', 'watch surfers'), ('restaurant & food', 'ate dinner'), ('surfing', 'volleyball courts'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('natural view', 'flowers trees'), ('good for pictures', 'taking pictures'), ('ocean view', 'pacific ocean'), ('mountain view', 'sits atop'), ('historical site', 'veterans memorial')]"
Hollywood,"['shopping', 'restaurant & food', 'exhibitions', 'performance', 'theater', 'car rental', 'highly recommended', 'good for pictures', 'amusement park', 'historical site']","[('shopping', 'shopping mall'), ('restaurant & food', 'shops restaurants'), ('restaurant & food', 'ate lunch'), ('exhibitions', 'american culture'), ('performance', 'street entertainers'), ('shopping', 'shops restaurants'), ('theater', 'chinese theatre'), ('car rental', 'rented car'), ('restaurant & food', 'ate lunch'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('good for pictures', 'taking pictures'), ('amusement park', 'theme park'), ('theater', 'chinese theater'), ('historical site', 'history buffs'), ('shopping', 'outdoor mall'), ('shopping', 'shopping centre'), ('amusement park', 'universal studios'), ('amusement park', 'universal studios')]"
Hollywood Boulevard,"['shopping', 'restaurant & food', 'performance', 'theater', 'highly recommended', 'good for pictures']","[('shopping', 'shopping mall'), ('restaurant & food', 'bars restaurants'), ('performance', 'street vendors'), ('shopping', 'shops restaurants'), ('theater', 'chinese theatre'), ('restaurant & food', 'food options'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo opportunities'), ('good for pictures', 'taking pictures'), ('performance', 'live performances'), ('theater', 'chinese theater'), ('shopping', 'shopping centre')]"
Hollywood Bowl Museum,"['restaurant & food', 'performance', 'wines', 'theater', 'concert', 'highly recommended', 'music', 'exhibitions', 'historical site']","[('restaurant & food', 'restaurants nearby'), ('performance', 'street vendors'), ('restaurant & food', 'hot dogs'), ('wines', 'wine beer'), ('theater', 'greek theater'), ('concert', 'concert venue'), ('restaurant & food', 'wine beer'), ('highly recommended', 'highly recommend'), ('music', 'music dancing'), ('exhibitions', 'interactive displays'), ('historical site', 'historic site'), ('performance', 'live music')]"
Hollywood Sign,"['exhibitions', 'shopping', 'theater', 'restaurant & food', 'highly recommended', 'good for pictures', 'parks', 'natural view']","[('exhibitions', 'star wars'), ('shopping', 'cheap souvenirs'), ('theater', 'chinese theater'), ('restaurant & food', 'mexican restaurant'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo op'), ('good for pictures', 'taking pictures'), ('theater', 'chinese theater'), ('parks', 'national park'), ('natural view', 'national park')]"
Hollywood Walk of Fame,"['shopping', 'restaurant & food', 'exhibitions', 'performance', 'theater', 'highly recommended', 'good for pictures']","[('shopping', 'shopping mall'), ('restaurant & food', 'souvenir shop'), ('restaurant & food', 'stores restaurants'), ('restaurant & food', 'restaurant bar'), ('exhibitions', 'star wars'), ('performance', 'street vendors'), ('shopping', 'shops restaurants'), ('theater', 'movie theatre'), ('restaurant & food', 'restaurant bar'), ('highly recommended', 'highly suggest'), ('good for pictures', 'taking selfies'), ('theater', 'movie theatre'), ('restaurant & food', 'hot fudge'), ('shopping', 'shopping centre')]"
Huntington Beach Pier,"['sea creature', 'animals', 'shopping', 'restaurant & food', 'performance', 'ocean view', 'biking', 'beach', 'surfing', 'highly recommended', 'good for pictures']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('shopping', 'shopping mall'), ('restaurant & food', 'souvenir shop'), ('restaurant & food', 'restaurants bars'), ('restaurant & food', 'breakfast lunch'), ('performance', 'street performers'), ('shopping', 'ice cream'), ('ocean view', 'pacific ocean'), ('animals', 'birds eye'), ('biking', 'rent bikes'), ('beach', 'sandy beaches'), ('surfing', 'watch surfers'), ('restaurant & food', 'food options'), ('surfing', 'playing volleyball'), ('highly recommended', 'highly recommend'), ('good for pictures', 'taking pictures'), ('ocean view', 'pacific ocean'), ('sea creature', 'saw dolphins'), ('animals', 'saw dolphins'), ('performance', 'live music'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('restaurant & food', 'fish tacos'), ('restaurant & food', 'fish tacos')]"
Indian Canyons,"['restaurant & food', 'exhibitions', 'rock climbing', 'ocean view', 'rock climbing ', 'highly recommended', 'natural view', 'good for pictures', 'golf', 'animals', 'parks']","[('restaurant & food', 'snack bar'), ('exhibitions', 'native americans'), ('rock climbing', 'feet wet'), ('ocean view', 'east coast'), ('rock climbing ', 'rock formations'), ('restaurant & food', 'snack bar'), ('highly recommended', 'highly recommend'), ('natural view', 'nature lovers'), ('good for pictures', 'photo ops'), ('natural view', 'desert plants'), ('good for pictures', 'picture taking'), ('natural view', 'palm oasis'), ('golf', 'golf course'), ('natural view', 'desert oasis'), ('animals', 'wild animals'), ('parks', 'national park'), ('natural view', 'national park')]"
Irvine Spectrum Center,"['shopping', 'restaurant & food', 'exhibitions', 'animals', 'theater', 'beach', 'highly recommended', 'music', 'amusement park', 'mexican', 'architecture', 'water fountain', 'natural view', 'performance']","[('shopping', 'shopping mall'), ('restaurant & food', 'shop eat'), ('restaurant & food', 'shops restaurants'), ('restaurant & food', 'eat drink'), ('exhibitions', 'star wars'), ('shopping', 'shop dine'), ('animals', 'birds eye'), ('theater', 'movie theatre'), ('beach', 'newport beach'), ('restaurant & food', 'food options'), ('highly recommended', 'highly recommend'), ('music', 'music playing'), ('amusement park', 'amusement rides'), ('mexican', 'mexican cuisine'), ('architecture', 'architectural design'), ('water fountain', 'water fountains'), ('natural view', 'palm trees'), ('amusement park', 'theme park'), ('performance', 'live music'), ('theater', 'movie theatre'), ('shopping', 'outdoor mall'), ('amusement park', 'ferris wheel'), ('shopping', 'shopping centre')]"
Japanese Tea Garden,"['restaurant & food', 'exhibitions', 'shopping', 'natural view', 'museum', 'gardens', 'peaceful serene', 'highly recommended', 'good for pictures']","[('restaurant & food', 'coffee shop'), ('exhibitions', 'art museum'), ('shopping', 'coffee shop'), ('natural view', 'flowers trees'), ('museum', 'science museum'), ('gardens', 'botanical gardens'), ('peaceful serene', 'peaceful tranquil'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo opportunities'), ('natural view', 'flowers trees'), ('good for pictures', 'picture taking')]"
Jedediah Smith Redwoods State Park,"['restaurant & food', 'exhibitions', 'shopping', 'ocean view', 'natural view', 'highly recommended', 'good for pictures', 'animals']","[('restaurant & food', 'picnic lunch'), ('exhibitions', 'star wars'), ('shopping', 'ice cream'), ('ocean view', 'west coast'), ('natural view', 'majestic trees'), ('highly recommended', 'highly recommend'), ('good for pictures', 'picture opportunities'), ('natural view', 'redwood forest'), ('animals', 'natural habitat')]"
Julia Pfeiffer Burns State Park,"['sea creature', 'animals', 'restaurant & food', 'exhibitions', 'bridge', 'ocean view', 'natural view', 'rock climbing ', 'beach', 'car rental', 'surfing', 'highly recommended', 'good for pictures']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('restaurant & food', 'ate lunch'), ('exhibitions', 'star wars'), ('bridge', 'bixby bridge'), ('ocean view', 'pacific coast'), ('natural view', 'majestic trees'), ('rock climbing ', 'cliff face'), ('beach', 'sandy beach'), ('car rental', 'rental car'), ('restaurant & food', 'ate lunch'), ('surfing', 'cliff face'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('ocean view', 'pacific ocean'), ('sea creature', 'saw dolphins'), ('animals', 'saw dolphins'), ('natural view', 'redwood forest'), ('sea creature', 'sea lions'), ('animals', 'sea lions')]"
Knott's Berry Farm,"['shopping', 'restaurant & food', 'exhibitions', 'gardens', 'highly recommended', 'amusement park', 'water fountain']","[('shopping', 'shopping mall'), ('restaurant & food', 'chicken dinner'), ('exhibitions', 'native american'), ('restaurant & food', 'hot dog'), ('shopping', 'vendors selling'), ('gardens', 'japanese gardens'), ('restaurant & food', 'junk food'), ('highly recommended', 'highly recommend'), ('amusement park', 'carnival rides'), ('water fountain', 'water fountains'), ('amusement park', 'amusement park'), ('amusement park', 'amusement parks'), ('shopping', 'cute shops'), ('amusement park', 'thrill rides'), ('amusement park', 'universal studios'), ('amusement park', 'universal studios')]"
LEGOLAND California,"['sea creature', 'animals', 'restaurant & food', 'exhibitions', 'shopping', 'highly recommended', 'good for pictures', 'water fountain', 'amusement park', 'performance']","[('sea creature', 'sea creatures'), ('animals', 'sea creatures'), ('restaurant & food', 'souvenir shop'), ('restaurant & food', 'dinner buffet'), ('exhibitions', 'star wars'), ('restaurant & food', 'hot dog'), ('shopping', 'souvenir shop'), ('animals', 'touch pool'), ('restaurant & food', 'food options'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('water fountain', 'water fountain'), ('exhibitions', 'lego displays'), ('amusement park', 'amusement park'), ('amusement park', 'amusement parks'), ('performance', 'live entertainment'), ('amusement park', 'roller coasters'), ('amusement park', 'universal studios'), ('amusement park', 'universal studios')]"
La Brea Tar Pits and Museum,"['restaurant & food', 'exhibitions', 'shopping', 'gardens', 'highly recommended', 'good for pictures', 'historical site', 'amusement park']","[('restaurant & food', 'souvenir shop'), ('restaurant & food', 'snack bar'), ('exhibitions', 'vast collection'), ('shopping', 'souvenir shop'), ('gardens', 'japanese garden'), ('restaurant & food', 'food trucks'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('exhibitions', 'interactive displays'), ('historical site', 'historical site'), ('amusement park', 'amusement parks'), ('historical site', 'history buffs')]"
La Jolla Cove,"['sea creature', 'animals', 'restaurant & food', 'performance', 'shopping', 'ocean view', 'rock climbing ', 'biking', 'beach', 'surfing', 'highly recommended', 'natural view', 'good for pictures', 'water fountain']","[('sea creature', 'seals sea'), ('animals', 'seals sea'), ('restaurant & food', 'shop eat'), ('restaurant & food', 'restaurants nearby'), ('restaurant & food', 'grab lunch'), ('performance', 'street vendors'), ('shopping', 'coffee shops'), ('ocean view', 'rugged coastline'), ('rock climbing ', 'rock formations'), ('biking', 'bike rental'), ('beach', 'sandy beach'), ('restaurant & food', 'food drinks'), ('surfing', 'crashing waves'), ('highly recommended', 'highly recommend'), ('natural view', 'nature lover'), ('good for pictures', 'photo ops'), ('good for pictures', 'taking pictures'), ('water fountain', 'water fountain'), ('shopping', 'cute shops'), ('natural view', 'kelp forest'), ('animals', 'natural environment'), ('shopping', 'shopping eating'), ('sea creature', 'seals sea'), ('animals', 'seals sea')]"
La Jolla Shores Park,"['sea creature', 'animals', 'restaurant & food', 'shopping', 'ocean view', 'rock climbing ', 'beach', 'surfing', 'highly recommended', 'music', 'good for pictures', 'natural view']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('restaurant & food', 'coffee shop'), ('restaurant & food', 'mexican restaurants'), ('restaurant & food', 'eat drink'), ('shopping', 'coffee shop'), ('ocean view', 'pacific ocean'), ('animals', 'jelly fish'), ('rock climbing ', 'rock formations'), ('beach', 'sandy beach'), ('surfing', 'watching surfers'), ('restaurant & food', 'italian food'), ('surfing', 'waters edge'), ('highly recommended', 'highly recommend'), ('music', 'music playing'), ('good for pictures', 'taking selfies'), ('ocean view', 'pacific ocean'), ('natural view', 'palm trees'), ('sea creature', 'sea lions'), ('animals', 'sea lions')]"
Lands End,"['restaurant & food', 'exhibitions', 'rock climbing', 'bridge', 'shopping', 'ocean view', 'natural view', 'museum', 'surfing', 'highly recommended', 'good for pictures', 'whale watching', 'sea creature', 'animals', 'parks', 'golf']","[('restaurant & food', 'coffee shop'), ('restaurant & food', 'ate dinner'), ('exhibitions', 'art museum'), ('rock climbing', 'climbing rocks'), ('bridge', 'gg bridge'), ('shopping', 'coffee shop'), ('ocean view', 'pacific coast'), ('natural view', 'cypress trees'), ('museum', 'art museum'), ('restaurant & food', 'ate dinner'), ('surfing', 'waters edge'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo opportunities'), ('ocean view', 'pacific ocean'), ('whale watching', 'whale watching'), ('sea creature', 'whale watching'), ('animals', 'whale watching'), ('natural view', 'national parks'), ('parks', 'national parks'), ('golf', 'golf course'), ('parks', 'national park'), ('natural view', 'national park')]"
Legion of Honor,"['exhibitions', 'bridge', 'ocean view', 'natural view', 'museum', 'concert', 'car rental', 'restaurant & food', 'highly recommended', 'arts', 'good for pictures', 'mountain view', 'performance', 'golf']","[('exhibitions', 'special exhibitions'), ('bridge', 'gg bridge'), ('ocean view', 'pacific ocean'), ('natural view', 'tall trees'), ('museum', 'art museum'), ('concert', 'organ concert'), ('car rental', 'rental car'), ('restaurant & food', 'food choices'), ('highly recommended', 'highly recommend'), ('arts', 'fine arts'), ('good for pictures', 'photo opportunities'), ('arts', 'art lover'), ('ocean view', 'pacific ocean'), ('mountain view', 'hill overlooking'), ('performance', 'live performances'), ('golf', 'golf course')]"
Little Italy,"['restaurant & food', 'exhibitions', 'performance', 'shopping', 'museum', 'highly recommended']","[('restaurant & food', 'window shop'), ('restaurant & food', 'shops restaurants'), ('restaurant & food', 'eat drink'), ('exhibitions', 'art galleries'), ('performance', 'street musicians'), ('shopping', 'shops restaurants'), ('museum', 'maritime museum'), ('restaurant & food', 'italian food'), ('highly recommended', 'highly recommend'), ('performance', 'live music'), ('shopping', 'cute shops')]"
Living Desert Zoo & Gardens,"['exhibitions', 'shopping', 'museum', 'gardens', 'rock climbing ', 'animals', 'restaurant & food', 'highly recommended', 'natural view', 'good for pictures', 'water fountain', 'golf']","[('exhibitions', 'special exhibits'), ('shopping', 'ice cream'), ('museum', 'art museum'), ('gardens', 'botanical garden'), ('rock climbing ', 'rock formations'), ('animals', 'fed giraffes'), ('restaurant & food', 'food choices'), ('highly recommended', 'highly recommend'), ('natural view', 'nature lovers'), ('good for pictures', 'photo op'), ('water fountain', 'water fountains'), ('exhibitions', 'animal exhibits'), ('animals', 'natural environment'), ('restaurant & food', 'hot chocolate'), ('golf', 'golf course'), ('animals', 'wild animals')]"
Lombard Street,"['bridge', 'shopping', 'car rental', 'highly recommended', 'good for pictures']","[('bridge', 'gate bridge'), ('shopping', 'ice cream'), ('car rental', 'rental car'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('good for pictures', 'taking selfies')]"
Los Angeles County Museum of Art,"['restaurant & food', 'exhibitions', 'shopping', 'museum', 'gardens', 'highly recommended', 'good for pictures']","[('restaurant & food', 'coffee shop'), ('restaurant & food', 'cafes restaurants'), ('exhibitions', 'temporary exhibits'), ('shopping', 'coffee shop'), ('museum', 'norton simon'), ('gardens', 'sculpture garden'), ('restaurant & food', 'food trucks'), ('highly recommended', 'highly suggest'), ('good for pictures', 'photo ops'), ('good for pictures', 'taking selfies')]"
Madame Tussauds Hollywood,"['shopping', 'theater', 'highly recommended', 'good for pictures', 'amusement park']","[('shopping', 'souvenir shops'), ('theater', 'chinese theatre'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo opportunities'), ('good for pictures', 'taking pictures'), ('theater', 'chinese theater'), ('amusement park', 'universal studios'), ('amusement park', 'universal studios')]"
Manhattan Beach,"['sea creature', 'animals', 'restaurant & food', 'shopping', 'ocean view', 'biking', 'beach', 'surfing', 'car rental', 'highly recommended', 'good for pictures', 'performance']","[('sea creature', 'sea lion'), ('animals', 'sea lion'), ('restaurant & food', 'coffee shop'), ('restaurant & food', 'restaurants bars'), ('restaurant & food', 'eat drink'), ('shopping', 'shops restaurants'), ('ocean view', 'west coast'), ('biking', 'bike ride'), ('beach', 'sandy beaches'), ('surfing', 'watch surfers'), ('car rental', 'car rental'), ('restaurant & food', 'food choices'), ('surfing', 'playing volleyball'), ('highly recommended', 'highly suggest'), ('good for pictures', 'photo op'), ('sea creature', 'saw whales'), ('animals', 'saw whales'), ('performance', 'live music'), ('shopping', 'quaint shops'), ('sea creature', 'dolphins swimming'), ('animals', 'dolphins swimming')]"
Marin Headlands,"['restaurant & food', 'bridge', 'ocean view', 'natural view', 'biking', 'surfing', 'highly recommended', 'good for pictures', 'mountain view', 'parks', 'historical site']","[('restaurant & food', 'picnic lunch'), ('bridge', 'gg bridge'), ('ocean view', 'pacific ocean'), ('natural view', 'muir woods'), ('biking', 'renting bikes'), ('surfing', 'watch sunset'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('natural view', 'pine trees'), ('good for pictures', 'picture taking'), ('ocean view', 'pacific ocean'), ('mountain view', 'hill overlooking'), ('natural view', 'national parks'), ('parks', 'national parks'), ('historical site', 'history buffs'), ('parks', 'national park'), ('natural view', 'national park')]"
Maritime Museum of San Diego,"['sea creature', 'animals', 'restaurant & food', 'exhibitions', 'performance', 'wines', 'shopping', 'highly recommended', 'good for pictures', 'whale watching', 'cruise', 'historical site', 'ferry']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('restaurant & food', 'coffee shop'), ('exhibitions', 'special exhibits'), ('performance', 'street vendors'), ('restaurant & food', 'hot dogs'), ('wines', 'sparkling wine'), ('shopping', 'coffee shop'), ('restaurant & food', 'food booths'), ('highly recommended', 'highly recommended'), ('good for pictures', 'photo ops'), ('good for pictures', 'taking pictures'), ('whale watching', 'whale watching'), ('sea creature', 'whale watching'), ('animals', 'whale watching'), ('exhibitions', 'interactive displays'), ('cruise', 'harbor cruise'), ('historical site', 'history buffs'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('ferry', 'ferry boat')]"
